instance,n,u,procs,elapsed,passive
n_036_u_720_24,36,7.2,17,0.171,32
n_046_u_920_23,46,9.2,19,0.435,38
n_038_u_760_27,38,7.6,16,0.172,31
n_011_u_220_27,11,2.2,5,0.024,10
n_024_u_480_24,24,4.8,11,0.089,20
n_014_u_280_23,14,2.8,6,0.0350000000000001,12
n_026_u_520_25,26,5.2,12,0.089,22
n_005_u_100_29,5,1,3,0.00600000000000023,5
n_016_u_320_23,16,3.2,8,0.0350000000000001,15
n_047_u_940_23,47,9.4,20,0.383,39
n_025_u_500_28,25,5,11,0.077,22
n_048_u_960_20,48,9.6,21,0.46,39
n_037_u_740_28,37,7.4,16,0.186,33
n_048_u_960_22,48,9.6,20,0.424,42
n_034_u_680_23,34,6.8,16,0.225000000000001,26
n_013_u_260_25,13,2.6,7,0.0349999999999993,10
n_037_u_740_34,37,7.4,15,0.152000000000001,33
n_028_u_560_22,28,5.6,13,0.124,25
n_035_u_700_23,35,7,14,0.178,30
n_042_u_840_23,42,8.4,18,0.357,39
n_021_u_420_23,21,4.2,10,0.0810000000000004,18
n_014_u_280_25,14,2.8,7,0.032,12
n_038_u_760_26,38,7.6,18,0.165,34
n_031_u_620_32,31,6.2,13,0.125999999999999,28
n_026_u_520_24,26,5.2,11,0.114,23
n_018_u_360_30,18,3.6,10,0.0510000000000002,14
n_009_u_180_25,9,1.8,4,0.0140000000000002,8
n_036_u_720_23,36,7.2,16,0.178,30
n_015_u_300_22,15,3,7,0.0389999999999997,13
n_015_u_300_24,15,3,7,0.0380000000000003,14
n_005_u_100_28,5,1,3,0.016,4
n_029_u_580_25,29,5.8,12,0.113,24
n_035_u_700_22,35,7,14,0.21,30
n_040_u_800_23,40,8,18,0.22,34
n_024_u_480_29,24,4.8,10,0.0919999999999996,20
n_033_u_660_26,33,6.6,14,0.145,28
n_024_u_480_28,24,4.8,11,0.093,21
n_007_u_140_25,7,1.4,4,0.0149999999999997,7
n_029_u_580_23,29,5.8,12,0.127,23
n_032_u_640_28,32,6.4,13,0.161,26
n_050_u_1000_24,50,10,20,0.376,47
n_050_u_1000_28,50,10,21,0.345,43
n_043_u_860_23,43,8.6,20,0.396,36
n_034_u_680_25,34,6.8,16,0.141,29
n_035_u_700_26,35,7,16,0.182,30
n_029_u_580_26,29,5.8,12,0.132000000000001,26
n_031_u_620_27,31,6.2,15,0.152,25
n_027_u_540_24,27,5.4,13,0.104,26
n_018_u_360_29,18,3.6,9,0.0389999999999997,15
n_046_u_920_25,46,9.2,19,0.266,42
n_042_u_840_31,42,8.4,18,0.284,36
n_010_u_200_25,10,2,5,0.0200000000000005,9
n_045_u_900_27,45,9,19,0.256,41
n_043_u_860_24,43,8.6,19,0.338,37
n_040_u_800_24,40,8,16,0.21,35
n_022_u_440_26,22,4.4,12,0.069,18
n_044_u_880_27,44,8.8,18,0.294,39
n_009_u_180_33,9,1.8,5,0.0190000000000001,7
n_039_u_780_23,39,7.8,19,0.27,35
n_007_u_140_26,7,1.4,4,0.0109999999999992,7
n_020_u_400_26,20,4,9,0.048,17
n_013_u_260_27,13,2.6,6,0.032,11
n_026_u_520_26,26,5.2,13,0.115,22
n_017_u_340_30,17,3.4,8,0.0499999999999998,15
n_012_u_240_29,12,2.4,7,0.0209999999999999,10
n_006_u_120_25,6,1.2,3,0.0119999999999996,5
n_010_u_200_26,10,2,5,0.0199999999999996,9
n_017_u_340_26,17,3.4,9,0.0570000000000004,15
n_047_u_940_27,47,9.4,18,0.269000000000001,43
n_042_u_840_21,42,8.4,18,0.258,39
n_048_u_960_21,48,9.6,21,0.38,40
n_011_u_220_29,11,2.2,5,0.0270000000000001,8
n_043_u_860_25,43,8.6,16,0.24,37
n_043_u_860_27,43,8.6,18,0.228,39
n_029_u_580_24,29,5.8,11,0.154,24
n_028_u_560_23,28,5.6,12,0.0989999999999993,25
n_046_u_920_31,46,9.2,19,0.278,41
n_027_u_540_26,27,5.4,13,0.122,23
n_028_u_560_25,28,5.6,12,0.108000000000001,25
n_009_u_180_23,9,1.8,4,0.0150000000000006,8
n_046_u_920_24,46,9.2,19,0.382,39
n_045_u_900_26,45,9,19,0.232,39
n_010_u_200_29,10,2,4,0.0199999999999996,9
n_043_u_860_26,43,8.6,17,0.258,39
n_010_u_200_27,10,2,5,0.024,8
n_014_u_280_29,14,2.8,7,0.0339999999999998,12
n_015_u_300_23,15,3,8,0.0369999999999999,13
n_034_u_680_24,34,6.8,15,0.146,31
n_019_u_380_26,19,3.8,7,0.0510000000000002,17
n_020_u_400_27,20,4,10,0.0599999999999996,17
n_049_u_980_26,49,9.8,20,0.304,43
n_023_u_459_26,23,4.6,11,0.0860000000000003,21
n_012_u_240_28,12,2.4,7,0.024,10
n_010_u_200_28,10,2,5,0.024,8
n_013_u_260_33,13,2.6,6,0.0369999999999999,11
n_044_u_880_29,44,8.8,20,0.237,40
n_037_u_740_25,37,7.4,18,0.212000000000001,32
n_013_u_260_26,13,2.6,7,0.0350000000000001,13
n_042_u_840_20,42,8.4,20,0.234,37
n_050_u_1000_25,50,10,21,0.318,43
n_022_u_440_34,22,4.4,10,0.0880000000000001,18
n_046_u_920_26,46,9.2,20,0.279,40
n_039_u_780_26,39,7.8,20,0.223,32
n_031_u_620_31,31,6.2,13,0.17,26
n_009_u_180_22,9,1.8,5,0.0179999999999998,8
n_050_u_1000_27,50,10,21,0.298,43
n_011_u_220_31,11,2.2,5,0.0220000000000002,10
n_006_u_120_28,6,1.2,4,0.00899999999999945,6
n_038_u_760_29,38,7.6,16,0.217,33
n_005_u_100_31,5,1,3,0.00800000000000001,5
n_024_u_480_30,24,4.8,11,0.0869999999999997,22
n_025_u_500_30,25,5,10,0.0990000000000002,22
n_026_u_520_28,26,5.2,12,0.104,22
n_016_u_320_28,16,3.2,7,0.0469999999999997,14
n_037_u_740_30,37,7.4,15,0.176,31
n_022_u_440_24,22,4.4,10,0.0830000000000002,19
n_023_u_459_30,23,4.6,9,0.0750000000000002,22
n_023_u_459_27,23,4.6,10,0.111,18
n_031_u_620_30,31,6.2,14,0.149999999999999,25
n_023_u_459_28,23,4.6,12,0.0720000000000001,19
n_030_u_600_27,30,6,14,0.112,25
n_049_u_980_25,49,9.8,20,0.277,43
n_013_u_260_28,13,2.6,7,0.0439999999999996,10
n_017_u_340_27,17,3.4,9,0.0590000000000002,15
n_044_u_880_33,44,8.8,17,0.229,39
n_041_u_819_23,41,8.2,17,0.243,36
n_030_u_600_31,30,6,13,0.137,24
n_037_u_740_29,37,7.4,16,0.196000000000001,32
n_050_u_1000_35,50,10,21,0.252,44
n_017_u_340_29,17,3.4,8,0.056,15
n_033_u_660_27,33,6.6,13,0.149999999999999,30
n_042_u_840_26,42,8.4,18,0.219,35
n_008_u_160_25,8,1.6,5,0.0139999999999993,8
n_035_u_700_27,35,7,17,0.172,30
n_027_u_540_30,27,5.4,11,0.114,24
n_018_u_360_32,18,3.6,8,0.0579999999999998,15
n_011_u_220_35,11,2.2,5,0.024,9
n_019_u_380_29,19,3.8,10,0.069,16
n_025_u_500_29,25,5,11,0.0970000000000004,24
n_026_u_520_34,26,5.2,11,0.0960000000000001,22
n_009_u_180_28,9,1.8,4,0.0140000000000002,8
n_023_u_459_29,23,4.6,10,0.102,18
n_039_u_780_25,39,7.8,17,0.256,32
n_028_u_560_24,28,5.6,13,0.115,26
n_024_u_480_32,24,4.8,11,0.077,24
n_016_u_320_27,16,3.2,8,0.0419999999999998,14
n_026_u_520_27,26,5.2,12,0.102,23
n_022_u_440_23,22,4.4,10,0.085,19
n_006_u_120_27,6,1.2,4,0.0120000000000005,6
n_050_u_1000_29,50,10,20,0.3,45
n_048_u_960_24,48,9.6,20,0.284000000000001,42
n_047_u_940_24,47,9.4,19,0.301,43
n_017_u_340_37,17,3.4,7,0.0469999999999997,14
n_042_u_840_27,42,8.4,19,0.233,38
n_039_u_780_27,39,7.8,17,0.195,35
n_045_u_900_29,45,9,21,0.248,39
n_040_u_800_25,40,8,17,0.238,35
n_047_u_940_26,47,9.4,20,0.248,42
n_032_u_640_27,32,6.4,14,0.149,27
n_033_u_660_28,33,6.6,17,0.148,29
n_006_u_120_29,6,1.2,3,0.0110000000000001,5
n_049_u_980_24,49,9.8,20,0.294,43
n_007_u_140_27,7,1.4,4,0.0109999999999992,5
n_009_u_180_29,9,1.8,5,0.0190000000000001,8
n_044_u_880_28,44,8.8,17,0.254,41
n_042_u_840_25,42,8.4,18,0.2,38
n_021_u_420_26,21,4.2,10,0.0659999999999998,17
n_026_u_520_29,26,5.2,10,0.0969999999999995,22
n_015_u_300_26,15,3,8,0.0440000000000005,13
n_014_u_280_26,14,2.8,7,0.0439999999999996,12
n_042_u_840_24,42,8.4,19,0.282,36
n_036_u_720_27,36,7.2,16,0.169,32
n_017_u_340_31,17,3.4,8,0.0490000000000004,15
n_012_u_240_31,12,2.4,6,0.032,11
n_014_u_280_28,14,2.8,7,0.0289999999999999,12
n_029_u_580_29,29,5.8,12,0.133,26
n_011_u_220_30,11,2.2,6,0.0250000000000004,9
n_009_u_180_27,9,1.8,4,0.0220000000000002,8
n_019_u_380_28,19,3.8,10,0.0620000000000003,15
n_048_u_960_23,48,9.6,22,0.311,41
n_022_u_440_29,22,4.4,10,0.0789999999999997,19
n_048_u_960_27,48,9.6,21,0.285,44
n_041_u_819_24,41,8.2,20,0.229,36
n_009_u_180_26,9,1.8,5,0.0190000000000001,8
n_041_u_819_26,41,8.2,17,0.225000000000001,37
n_046_u_920_27,46,9.2,19,0.308000000000001,38
n_024_u_480_36,24,4.8,11,0.093,22
n_016_u_320_26,16,3.2,7,0.0440000000000005,14
n_008_u_160_26,8,1.6,4,0.0169999999999995,7
n_030_u_600_28,30,6,13,0.135,26
n_030_u_600_30,30,6,14,0.121,26
n_035_u_700_35,35,7,16,0.189,30
n_008_u_160_28,8,1.6,4,0.0149999999999997,7
n_019_u_380_30,19,3.8,9,0.0609999999999999,15
n_020_u_400_28,20,4,9,0.0579999999999998,18
n_035_u_700_25,35,7,15,0.16,31
n_037_u_740_31,37,7.4,16,0.175,34
n_015_u_300_25,15,3,6,0.0389999999999997,14
n_015_u_300_29,15,3,7,0.0350000000000001,13
n_013_u_260_29,13,2.6,6,0.0300000000000002,12
n_040_u_800_27,40,8,18,0.257000000000001,34
n_031_u_620_33,31,6.2,14,0.127999999999999,26
n_036_u_720_28,36,7.2,15,0.18,31
n_036_u_720_31,36,7.2,16,0.181,31
n_022_u_440_30,22,4.4,12,0.0810000000000004,20
n_007_u_140_29,7,1.4,4,0.0120000000000005,6
n_036_u_720_29,36,7.2,16,0.188999999999999,32
n_029_u_580_28,29,5.8,13,0.141,25
n_030_u_600_38,30,6,14,0.117,25
n_032_u_640_30,32,6.4,13,0.153,28
n_022_u_440_28,22,4.4,10,0.0729999999999995,20
n_025_u_500_32,25,5,11,0.0889999999999995,20
n_021_u_420_27,21,4.2,10,0.0670000000000002,18
n_028_u_560_27,28,5.6,13,0.106000000000001,26
n_047_u_940_25,47,9.4,20,0.284999999999999,41
n_027_u_540_27,27,5.4,12,0.112,23
n_021_u_420_29,21,4.2,9,0.0700000000000003,18
n_038_u_760_31,38,7.6,17,0.24,31
n_039_u_780_29,39,7.8,16,0.241,35
n_040_u_800_31,40,8,16,0.187,36
n_022_u_440_27,22,4.4,10,0.0979999999999999,18
n_039_u_780_28,39,7.8,18,0.180000000000001,33
n_005_u_100_33,5,1,4,0.00699999999999967,5
n_038_u_760_30,38,7.6,16,0.189,33
n_024_u_480_31,24,4.8,11,0.11,21
n_036_u_720_30,36,7.2,16,0.187,30
n_035_u_700_24,35,7,14,0.181,29
n_006_u_120_31,6,1.2,4,0.00999999999999979,6
n_005_u_100_32,5,1,3,0.00500000000000078,4
n_043_u_860_28,43,8.6,18,0.237,38
n_006_u_120_30,6,1.2,4,0.0110000000000001,6
n_007_u_140_33,7,1.4,4,0.016,7
n_037_u_740_33,37,7.4,15,0.196,34
n_020_u_400_30,20,4,8,0.0629999999999997,17
n_030_u_600_32,30,6,14,0.134,25
n_027_u_540_29,27,5.4,12,0.135,22
n_014_u_280_27,14,2.8,6,0.0339999999999998,13
n_026_u_520_30,26,5.2,13,0.0880000000000001,22
n_010_u_200_30,10,2,6,0.0199999999999996,9
n_039_u_780_35,39,7.8,16,0.219,34
n_029_u_580_27,29,5.8,11,0.123,25
n_034_u_680_27,34,6.8,15,0.165,30
n_006_u_120_37,6,1.2,3,0.00700000000000056,5
n_046_u_920_28,46,9.2,20,0.241,41
n_018_u_360_34,18,3.6,9,0.0430000000000001,15
n_044_u_880_31,44,8.8,19,0.284,39
n_032_u_640_29,32,6.4,13,0.157999999999999,29
n_028_u_560_30,28,5.6,12,0.117,24
n_028_u_560_26,28,5.6,12,0.12,25
n_035_u_700_30,35,7,16,0.157,31
n_039_u_780_30,39,7.8,19,0.191,34
n_019_u_380_31,19,3.8,9,0.0519999999999996,17
n_019_u_380_32,19,3.8,9,0.0590000000000002,16
n_041_u_819_25,41,8.2,17,0.249000000000001,36
n_043_u_860_32,43,8.6,19,0.276999999999999,37
n_050_u_1000_26,50,10,20,0.352,45
n_018_u_360_33,18,3.6,8,0.0600000000000005,16
n_011_u_220_33,11,2.2,5,0.0209999999999999,10
n_013_u_260_30,13,2.6,6,0.0339999999999998,12
n_006_u_120_32,6,1.2,3,0.00900000000000034,5
n_042_u_840_30,42,8.4,20,0.187,40
n_020_u_400_34,20,4,10,0.0620000000000003,16
n_033_u_660_29,33,6.6,13,0.153,29
n_037_u_740_37,37,7.4,16,0.173,32
n_008_u_160_27,8,1.6,4,0.0150000000000006,7
n_044_u_880_32,44,8.8,17,0.353,38
n_032_u_640_31,32,6.4,15,0.165,26
n_010_u_200_34,10,2,4,0.0199999999999996,9
n_009_u_180_32,9,1.8,5,0.0169999999999995,8
n_019_u_380_38,19,3.8,8,0.0629999999999997,17
n_050_u_1000_30,50,10,20,0.316000000000001,45
n_023_u_459_31,23,4.6,12,0.0819999999999999,20
n_011_u_220_34,11,2.2,6,0.0270000000000001,9
n_050_u_1000_31,50,10,20,0.357,43
n_017_u_340_28,17,3.4,7,0.048,15
n_035_u_700_31,35,7,15,0.178000000000001,32
n_034_u_680_28,34,6.8,14,0.143,32
n_048_u_960_28,48,9.6,20,0.322,40
n_027_u_540_28,27,5.4,13,0.108,22
n_046_u_920_29,46,9.2,20,0.277,41
n_019_u_380_33,19,3.8,10,0.0619999999999994,15
n_035_u_700_29,35,7,18,0.17,28
n_045_u_900_28,45,9,19,0.289,42
n_038_u_760_33,38,7.6,16,0.176,34
n_021_u_420_28,21,4.2,11,0.0650000000000004,18
n_024_u_480_34,24,4.8,12,0.0789999999999997,20
n_013_u_260_31,13,2.6,7,0.0270000000000001,11
n_017_u_340_33,17,3.4,8,0.0440000000000005,15
n_033_u_660_31,33,6.6,15,0.149,28
n_017_u_340_32,17,3.4,9,0.0550000000000006,15
n_026_u_520_31,26,5.2,11,0.0890000000000004,21
n_015_u_300_30,15,3,8,0.0359999999999996,14
n_012_u_240_30,12,2.4,6,0.0249999999999995,10
n_022_u_440_33,22,4.4,11,0.077,18
n_023_u_459_35,23,4.6,9,0.0830000000000002,21
n_035_u_700_28,35,7,16,0.175999999999999,32
n_005_u_100_35,5,1,3,0.0280000000000005,5
n_043_u_860_31,43,8.6,19,0.262,37
n_032_u_640_32,32,6.4,14,0.12,27
n_037_u_740_32,37,7.4,14,0.188,34
n_043_u_860_29,43,8.6,20,0.278,38
n_034_u_680_30,34,6.8,14,0.202,30
n_024_u_480_35,24,4.8,10,0.0800000000000001,22
n_031_u_620_35,31,6.2,16,0.153,26
n_010_u_200_33,10,2,6,0.0209999999999999,8
n_048_u_960_36,48,9.6,19,0.292,41
n_042_u_840_29,42,8.4,16,0.250999999999999,37
n_043_u_860_39,43,8.6,18,0.258,36
n_010_u_200_31,10,2,5,0.0210000000000008,9
n_049_u_980_28,49,9.8,21,0.34,41
n_041_u_819_28,41,8.2,21,0.234999999999999,37
n_040_u_800_30,40,8,19,0.202,35
n_033_u_660_35,33,6.6,13,0.145,29
n_032_u_640_33,32,6.4,12,0.159000000000001,28
n_009_u_180_31,9,1.8,5,0.0169999999999995,6
n_040_u_800_28,40,8,20,0.234999999999999,35
n_018_u_360_36,18,3.6,9,0.0529999999999999,17
n_031_u_620_34,31,6.2,14,0.162,27
n_007_u_140_32,7,1.4,4,0.0110000000000001,6
n_050_u_1000_32,50,10,22,0.308,44
n_010_u_200_41,10,2,5,0.0200000000000005,9
n_030_u_600_29,30,6,13,0.119000000000001,27
n_008_u_160_30,8,1.6,4,0.0179999999999998,8
n_048_u_960_26,48,9.6,20,0.318000000000001,42
n_039_u_780_31,39,7.8,16,0.217,34
n_007_u_140_30,7,1.4,4,0.0139999999999993,6
n_045_u_900_31,45,9,18,0.279,39
n_026_u_520_32,26,5.2,11,0.0859999999999994,21
n_015_u_300_38,15,3,7,0.0409999999999995,12
n_006_u_120_33,6,1.2,3,0.00999999999999979,5
n_044_u_880_34,44,8.8,18,0.319,40
n_041_u_819_31,41,8.2,16,0.209,36
n_025_u_500_31,25,5,11,0.0969999999999995,23
n_016_u_320_30,16,3.2,7,0.0469999999999997,14
n_049_u_980_32,49,9.8,18,0.326000000000001,44
n_023_u_459_34,23,4.6,10,0.0700000000000003,20
n_012_u_240_33,12,2.4,5,0.0280000000000005,11
n_030_u_600_34,30,6,13,0.114,26
n_008_u_160_33,8,1.6,4,0.0140000000000002,7
n_043_u_860_33,43,8.6,18,0.263,37
n_032_u_640_39,32,6.4,13,0.173,26
n_049_u_980_29,49,9.8,20,0.334,43
n_011_u_220_36,11,2.2,4,0.0209999999999999,10
n_015_u_300_28,15,3,8,0.0430000000000001,12
n_017_u_340_34,17,3.4,7,0.0529999999999999,16
n_048_u_960_25,48,9.6,20,0.287,43
n_028_u_560_31,28,5.6,13,0.126,24
n_034_u_680_29,34,6.8,16,0.145,31
n_049_u_980_30,49,9.8,20,0.338,43
n_030_u_600_33,30,6,15,0.13,25
n_032_u_640_34,32,6.4,13,0.158,29
n_041_u_819_27,41,8.2,17,0.244,36
n_023_u_459_32,23,4.6,10,0.0800000000000001,21
n_020_u_400_33,20,4,8,0.0650000000000004,17
n_042_u_840_28,42,8.4,16,0.268,38
n_010_u_200_35,10,2,5,0.0220000000000002,9
n_020_u_400_31,20,4,8,0.0670000000000002,18
n_023_u_459_42,23,4.6,11,0.0739999999999998,20
n_019_u_380_34,19,3.8,8,0.0599999999999996,16
n_022_u_440_32,22,4.4,10,0.085,19
n_050_u_1000_34,50,10,21,0.3,42
n_036_u_720_32,36,7.2,16,0.2,33
n_008_u_160_29,8,1.6,4,0.0169999999999995,7
n_021_u_420_31,21,4.2,8,0.0759999999999996,19
n_009_u_180_30,9,1.8,5,0.0169999999999995,8
n_016_u_320_34,16,3.2,7,0.0499999999999998,14
n_016_u_320_31,16,3.2,9,0.048,13
n_015_u_300_27,15,3,7,0.0390000000000006,13
n_049_u_980_31,49,9.8,20,0.329,44
n_047_u_940_28,47,9.4,22,0.300999999999999,39
n_016_u_320_32,16,3.2,8,0.048,15
n_035_u_700_34,35,7,14,0.172999999999999,32
n_045_u_900_30,45,9,20,0.299,38
n_048_u_960_31,48,9.6,19,0.298999999999999,40
n_028_u_560_39,28,5.6,13,0.105,22
n_036_u_720_36,36,7.2,16,0.185,32
n_037_u_740_35,37,7.4,15,0.209,32
n_021_u_420_34,21,4.2,11,0.0829999999999993,18
n_014_u_280_30,14,2.8,7,0.0280000000000005,12
n_050_u_1000_38,50,10,20,0.288,44
n_029_u_580_31,29,5.8,14,0.0989999999999993,25
n_031_u_620_37,31,6.2,15,0.139,27
n_024_u_480_37,24,4.8,12,0.0880000000000001,21
n_017_u_340_36,17,3.4,10,0.0570000000000004,13
n_012_u_240_32,12,2.4,6,0.0229999999999997,10
n_025_u_500_34,25,5,10,0.105,23
n_045_u_900_32,45,9,17,0.293,38
n_039_u_780_32,39,7.8,16,0.22,34
n_016_u_320_33,16,3.2,8,0.0509999999999993,14
n_046_u_920_30,46,9.2,22,0.311,42
n_040_u_800_29,40,8,16,0.255999999999999,35
n_021_u_420_30,21,4.2,10,0.0730000000000004,18
n_022_u_440_31,22,4.4,10,0.0700000000000003,19
n_023_u_459_36,23,4.6,11,0.0870000000000006,20
n_015_u_300_33,15,3,7,0.04,14
n_006_u_120_34,6,1.2,3,0.0110000000000001,5
n_037_u_740_36,37,7.4,16,0.201,33
n_007_u_140_31,7,1.4,4,0.0139999999999993,5
n_012_u_240_34,12,2.4,5,0.0339999999999998,10
n_013_u_260_32,13,2.6,6,0.0300000000000002,11
n_017_u_340_40,17,3.4,8,0.0510000000000002,15
n_030_u_600_35,30,6,15,0.129,25
n_029_u_580_32,29,5.8,12,0.104,26
n_046_u_920_32,46,9.2,20,0.273,39
n_028_u_560_29,28,5.6,12,0.153,24
n_047_u_940_29,47,9.4,18,0.316,42
n_019_u_380_35,19,3.8,8,0.0529999999999999,17
n_034_u_680_32,34,6.8,16,0.139,30
n_033_u_660_34,33,6.6,16,0.154999999999999,30
n_048_u_960_30,48,9.6,21,0.319999999999999,42
n_036_u_720_35,36,7.2,16,0.188,30
n_020_u_400_32,20,4,11,0.0569999999999995,18
n_029_u_580_33,29,5.8,13,0.119000000000001,27
n_048_u_960_32,48,9.6,20,0.341,42
n_045_u_900_33,45,9,20,0.28,39
n_029_u_580_35,29,5.8,12,0.144,24
n_036_u_720_43,36,7.2,16,0.158,30
n_025_u_500_33,25,5,13,0.0979999999999999,23
n_039_u_780_33,39,7.8,16,0.225,36
n_013_u_260_34,13,2.6,7,0.0369999999999999,11
n_032_u_640_35,32,6.4,15,0.162999999999999,27
n_044_u_880_36,44,8.8,19,0.28,38
n_028_u_560_28,28,5.6,14,0.151000000000001,23
n_006_u_120_35,6,1.2,4,0.00899999999999945,5
n_036_u_720_33,36,7.2,14,0.184,33
n_038_u_760_32,38,7.6,19,0.217,31
n_027_u_540_31,27,5.4,12,0.121,23
n_014_u_280_31,14,2.8,7,0.0420000000000007,12
n_035_u_700_33,35,7,15,0.176,30
n_030_u_600_37,30,6,14,0.117999999999999,28
n_012_u_240_35,12,2.4,6,0.0270000000000001,10
n_005_u_100_34,5,1,4,0.00999999999999979,4
n_028_u_560_34,28,5.6,12,0.105,25
n_046_u_920_36,46,9.2,20,0.277,41
n_011_u_220_38,11,2.2,5,0.0220000000000002,10
n_045_u_900_34,45,9,19,0.277,40
n_015_u_300_34,15,3,8,0.04,15
n_033_u_660_32,33,6.6,14,0.194000000000001,27
n_015_u_300_32,15,3,8,0.0450000000000008,13
n_050_u_1000_33,50,10,21,0.316,45
n_048_u_960_29,48,9.6,18,0.334,42
n_045_u_900_40,45,9,19,0.231,39
n_029_u_580_34,29,5.8,12,0.125,25
n_044_u_880_35,44,8.8,19,0.282,39
n_025_u_500_35,25,5,10,0.0990000000000002,22
n_043_u_860_30,43,8.6,17,0.283,39
n_047_u_940_31,47,9.4,19,0.327,42
n_026_u_520_33,26,5.2,10,0.103000000000001,23
n_013_u_260_38,13,2.6,7,0.0309999999999997,11
n_012_u_240_36,12,2.4,6,0.0300000000000002,11
n_012_u_240_42,12,2.4,7,0.0230000000000006,10
n_043_u_860_35,43,8.6,19,0.263999999999999,38
n_011_u_220_37,11,2.2,6,0.0259999999999998,11
n_010_u_200_32,10,2,5,0.0209999999999999,8
n_019_u_380_36,19,3.8,10,0.0620000000000003,16
n_030_u_600_41,30,6,12,0.128,24
n_018_u_360_35,18,3.6,8,0.0519999999999996,17
n_041_u_819_32,41,8.2,16,0.257,38
n_043_u_860_34,43,8.6,18,0.255,37
n_015_u_300_31,15,3,7,0.0439999999999996,12
n_017_u_340_35,17,3.4,8,0.0490000000000004,16
n_037_u_740_38,37,7.4,16,0.189,33
n_014_u_280_33,14,2.8,6,0.0380000000000003,11
n_036_u_720_37,36,7.2,16,0.173,31
n_008_u_160_34,8,1.6,4,0.0139999999999993,7
n_045_u_900_35,45,9,19,0.266999999999999,39
n_010_u_200_37,10,2,4,0.0250000000000004,9
n_026_u_520_35,26,5.2,12,0.0979999999999999,22
n_034_u_680_35,34,6.8,15,0.213,29
n_024_u_480_39,24,4.8,13,0.0720000000000001,20
n_010_u_200_36,10,2,5,0.0220000000000002,9
n_025_u_500_36,25,5,11,0.085,22
n_034_u_680_31,34,6.8,16,0.193000000000001,27
n_047_u_940_30,47,9.4,21,0.289000000000001,40
n_041_u_819_40,41,8.2,18,0.234,36
n_032_u_640_36,32,6.4,16,0.143,26
n_027_u_540_32,27,5.4,11,0.11,23
n_012_u_240_37,12,2.4,5,0.0350000000000001,10
n_008_u_160_42,8,1.6,4,0.0130000000000008,7
n_038_u_760_35,38,7.6,16,0.23,32
n_033_u_660_33,33,6.6,14,0.15,28
n_005_u_100_37,5,1,3,0.00700000000000056,4
n_028_u_560_33,28,5.6,12,0.117,26
n_035_u_700_32,35,7,16,0.237,27
n_023_u_459_33,23,4.6,11,0.0839999999999996,20
n_049_u_980_33,49,9.8,19,0.314,45
n_025_u_500_43,25,5,10,0.0919999999999996,23
n_028_u_560_35,28,5.6,12,0.124000000000001,26
n_025_u_500_37,25,5,11,0.0969999999999995,21
n_014_u_280_32,14,2.8,7,0.0529999999999999,11
n_021_u_420_35,21,4.2,9,0.077,20
n_042_u_840_32,42,8.4,18,0.273,35
n_026_u_520_39,26,5.2,13,0.115,22
n_024_u_480_38,24,4.8,10,0.106,20
n_048_u_960_35,48,9.6,21,0.309,40
n_043_u_860_36,43,8.6,19,0.232,38
n_023_u_459_37,23,4.6,11,0.0819999999999999,20
n_027_u_540_34,27,5.4,12,0.0960000000000001,22
n_023_u_459_38,23,4.6,11,0.0900000000000007,20
n_009_u_180_34,9,1.8,4,0.016,8
n_028_u_560_32,28,5.6,12,0.111,23
n_016_u_320_35,16,3.2,8,0.0389999999999997,15
n_021_u_420_43,21,4.2,10,0.0670000000000002,18
n_010_u_200_38,10,2,5,0.0219999999999994,9
n_049_u_980_37,49,9.8,20,0.317,42
n_041_u_819_30,41,8.2,18,0.239000000000001,35
n_032_u_640_37,32,6.4,15,0.132,28
n_018_u_360_38,18,3.6,9,0.0670000000000002,15
n_015_u_300_37,15,3,8,0.0339999999999998,14
n_038_u_760_34,38,7.6,17,0.218,35
n_030_u_600_36,30,6,13,0.133,26
n_041_u_819_35,41,8.2,17,0.194999999999999,37
n_008_u_160_32,8,1.6,4,0.016,7
n_042_u_840_33,42,8.4,17,0.269,37
n_041_u_819_29,41,8.2,17,0.221,36
n_005_u_100_36,5,1,3,0.0149999999999997,4
n_008_u_160_37,8,1.6,4,0.0170000000000003,8
n_038_u_760_36,38,7.6,15,0.197,33
n_042_u_840_36,42,8.4,17,0.248,38
n_031_u_620_36,31,6.2,14,0.167,26
n_042_u_840_34,42,8.4,18,0.254,38
n_042_u_840_35,42,8.4,20,0.206,38
n_008_u_160_31,8,1.6,4,0.0140000000000002,7
n_045_u_900_36,45,9,20,0.242,41
n_040_u_800_32,40,8,18,0.231,33
n_039_u_780_34,39,7.8,15,0.196,34
n_009_u_180_35,9,1.8,6,0.0179999999999998,7
n_016_u_320_39,16,3.2,7,0.0460000000000003,13
n_005_u_100_38,5,1,3,0.0110000000000001,5
n_050_u_1000_36,50,10,19,0.366,43
n_006_u_120_36,6,1.2,4,0.00800000000000001,5
n_025_u_500_38,25,5,11,0.129,21
n_009_u_180_36,9,1.8,4,0.0140000000000002,8
n_007_u_140_34,7,1.4,4,0.0129999999999999,7
n_009_u_180_38,9,1.8,6,0.0179999999999998,9
n_009_u_180_37,9,1.8,4,0.0169999999999995,8
n_027_u_540_33,27,5.4,13,0.0979999999999999,24
n_046_u_920_35,46,9.2,19,0.283,41
