instance,n,u,procs,elapsed,passive
n_039_u_780_12,39,7.8,14,0.271,35
n_033_u_660_14,33,6.6,11,0.189,29
n_006_u_120_14,6,1.2,3,0.00999999999999979,5
n_039_u_780_13,39,7.8,14,0.211,35
n_020_u_400_15,20,4,7,0.0600000000000001,19
n_026_u_520_14,26,5.2,10,0.103,25
n_048_u_960_14,48,9.6,18,0.278,44
n_045_u_900_12,45,9,14,0.271,43
n_031_u_620_17,31,6.2,10,0.153,31
n_046_u_920_14,46,9.2,16,0.247,44
n_036_u_720_10,36,7.2,12,0.23,34
n_006_u_120_15,6,1.2,4,0.0110000000000001,6
n_025_u_500_13,25,5,8,0.1,24
n_020_u_400_14,20,4,7,0.0589999999999997,19
n_025_u_500_14,25,5,9,0.104,23
n_042_u_840_10,42,8.4,14,0.292,38
n_023_u_459_13,23,4.6,10,0.0820000000000003,20
n_034_u_680_13,34,6.8,11,0.191,33
n_041_u_819_12,41,8.2,14,0.254,38
n_012_u_240_14,12,2.4,5,0.032,12
n_031_u_620_15,31,6.2,12,0.186,28
n_013_u_260_16,13,2.6,5,0.0369999999999999,13
n_036_u_720_11,36,7.2,12,0.183,35
n_041_u_819_11,41,8.2,14,0.265,37
n_015_u_300_16,15,3,6,0.044,14
n_009_u_180_12,9,1.8,4,0.0220000000000002,7
n_019_u_380_15,19,3.8,8,0.0650000000000004,18
n_008_u_160_14,8,1.6,4,0.0150000000000001,8
n_024_u_480_16,24,4.8,8,0.0880000000000001,23
n_050_u_1000_11,50,10,18,0.384,44
n_008_u_160_13,8,1.6,4,0.0139999999999998,8
n_026_u_520_13,26,5.2,8,0.0989999999999998,24
n_050_u_1000_12,50,10,18,0.366,46
n_031_u_620_14,31,6.2,11,0.245,28
n_045_u_900_14,45,9,16,0.327,42
n_032_u_640_15,32,6.4,11,0.199,29
n_047_u_940_10,47,9.4,17,0.356,42
n_045_u_900_15,45,9,15,0.292,41
n_019_u_380_16,19,3.8,7,0.0779999999999998,17
n_050_u_1000_14,50,10,20,0.327,45
n_046_u_920_13,46,9.2,15,0.323,42
n_031_u_620_16,31,6.2,11,0.196,29
n_049_u_980_10,49,9.8,16,0.37,46
n_040_u_800_13,40,8,13,0.251,38
n_046_u_920_12,46,9.2,17,0.32,41
n_042_u_840_11,42,8.4,16,0.26,37
n_034_u_680_14,34,6.8,12,0.168,31
n_012_u_240_17,12,2.4,5,0.024,12
n_012_u_240_16,12,2.4,5,0.0290000000000004,11
n_045_u_900_13,45,9,16,0.32,40
n_048_u_960_10,48,9.6,16,0.345,44
n_041_u_819_13,41,8.2,15,0.242,37
n_043_u_860_14,43,8.6,14,0.238,40
n_007_u_140_15,7,1.4,4,0.0140000000000002,7
n_014_u_280_12,14,2.8,5,0.0349999999999997,13
n_017_u_340_13,17,3.4,6,0.0540000000000003,15
n_037_u_740_15,37,7.4,13,0.276,32
n_008_u_160_15,8,1.6,4,0.0129999999999999,8
n_022_u_440_13,22,4.4,9,0.0709999999999997,19
n_021_u_420_15,21,4.2,7,0.0670000000000002,19
n_009_u_180_13,9,1.8,4,0.0230000000000001,8
n_017_u_340_14,17,3.4,7,0.0529999999999999,17
n_050_u_1000_13,50,10,19,0.404,45
n_013_u_260_15,13,2.6,5,0.036,12
n_021_u_420_14,21,4.2,8,0.0700000000000003,19
n_037_u_740_16,37,7.4,14,0.219,32
n_010_u_200_16,10,2,5,0.024,10
n_025_u_500_15,25,5,9,0.0949999999999998,23
n_048_u_960_11,48,9.6,15,0.319,46
n_013_u_260_14,13,2.6,5,0.0390000000000001,12
n_043_u_860_13,43,8.6,15,0.241,41
n_042_u_840_13,42,8.4,15,0.289,39
n_047_u_940_12,47,9.4,17,0.352,41
n_012_u_240_15,12,2.4,6,0.0350000000000001,12
n_017_u_340_16,17,3.4,6,0.0549999999999997,17
n_016_u_320_12,16,3.2,6,0.0510000000000002,16
n_037_u_740_14,37,7.4,12,0.194,35
n_026_u_520_17,26,5.2,10,0.111,24
n_033_u_660_16,33,6.6,11,0.155,32
n_015_u_300_12,15,3,6,0.0489999999999999,14
n_009_u_180_15,9,1.8,4,0.0209999999999999,8
n_010_u_200_15,10,2,4,0.0230000000000001,10
n_033_u_660_15,33,6.6,11,0.14,30
n_047_u_940_11,47,9.4,15,0.299,44
n_047_u_940_13,47,9.4,17,0.372,43
n_015_u_300_13,15,3,6,0.0430000000000001,14
n_028_u_560_17,28,5.6,9,0.129,26
n_020_u_400_16,20,4,7,0.0680000000000001,19
n_025_u_500_18,25,5,9,0.0749999999999997,23
n_017_u_340_15,17,3.4,7,0.0540000000000003,15
n_014_u_280_14,14,2.8,6,0.0409999999999999,14
n_044_u_880_14,44,8.8,15,0.317,41
n_021_u_420_16,21,4.2,7,0.0719999999999996,20
n_014_u_280_13,14,2.8,6,0.032,14
n_036_u_720_13,36,7.2,14,0.231,33
n_011_u_220_16,11,2.2,5,0.0209999999999999,10
n_014_u_280_15,14,2.8,5,0.036,13
n_032_u_640_16,32,6.4,11,0.168,30
n_039_u_780_15,39,7.8,15,0.218,34
n_025_u_500_17,25,5,9,0.116,22
n_043_u_860_11,43,8.6,16,0.298,39
n_023_u_459_17,23,4.6,9,0.093,21
n_006_u_120_17,6,1.2,3,0.00900000000000034,5
n_026_u_520_15,26,5.2,9,0.0990000000000002,24
n_026_u_520_16,26,5.2,9,0.107,25
n_038_u_760_15,38,7.6,12,0.22,36
n_023_u_459_16,23,4.6,10,0.0820000000000003,20
n_042_u_840_12,42,8.4,13,0.297,39
n_046_u_920_15,46,9.2,15,0.266,44
n_022_u_440_16,22,4.4,8,0.0860000000000003,20
n_010_u_200_13,10,2,4,0.024,10
n_043_u_860_12,43,8.6,16,0.297,38
n_022_u_440_14,22,4.4,9,0.13,20
n_027_u_540_13,27,5.4,10,0.144,25
n_005_u_100_17,5,1,3,0.016,5
n_037_u_740_17,37,7.4,13,0.204,36
n_029_u_580_13,29,5.8,12,0.117,26
n_009_u_180_14,9,1.8,4,0.02,9
n_032_u_640_17,32,6.4,11,0.178,30
n_025_u_500_16,25,5,9,0.125,23
n_038_u_760_14,38,7.6,13,0.258,35
n_044_u_880_18,44,8.8,17,0.269,40
n_048_u_960_13,48,9.6,15,0.312,45
n_030_u_600_14,30,6,10,0.158,28
n_013_u_260_17,13,2.6,5,0.0330000000000004,12
n_010_u_200_14,10,2,4,0.0270000000000001,9
n_036_u_720_14,36,7.2,12,0.251,34
n_030_u_600_15,30,6,11,0.16,27
n_028_u_560_13,28,5.6,9,0.134,27
n_034_u_680_16,34,6.8,12,0.17,32
n_019_u_380_18,19,3.8,7,0.0609999999999999,17
n_039_u_780_14,39,7.8,13,0.233,35
n_049_u_980_13,49,9.8,19,0.335,46
n_011_u_220_20,11,2.2,5,0.0270000000000001,9
n_006_u_120_16,6,1.2,3,0.0100000000000002,5
n_027_u_540_15,27,5.4,9,0.124,26
n_034_u_680_15,34,6.8,12,0.177,31
n_048_u_960_12,48,9.6,17,0.38,43
n_028_u_560_14,28,5.6,11,0.131,25
n_024_u_480_17,24,4.8,10,0.103,22
n_030_u_600_17,30,6,11,0.167,27
n_005_u_100_16,5,1,3,0.0449999999999999,5
n_044_u_880_16,44,8.8,14,0.273,42
n_030_u_600_16,30,6,11,0.136,28
n_027_u_540_14,27,5.4,10,0.121,24
n_015_u_300_15,15,3,6,0.0430000000000001,14
n_018_u_360_18,18,3.6,6,0.0629999999999997,17
n_027_u_540_16,27,5.4,9,0.109,26
n_033_u_660_17,33,6.6,11,0.147,31
n_022_u_440_15,22,4.4,8,0.0750000000000002,21
n_023_u_459_14,23,4.6,9,0.089,22
n_016_u_320_15,16,3.2,6,0.044,15
n_011_u_220_18,11,2.2,5,0.028,9
n_015_u_300_14,15,3,5,0.0429999999999997,14
n_035_u_700_14,35,7,16,0.239,30
n_018_u_360_17,18,3.6,7,0.0449999999999999,17
n_047_u_940_14,47,9.4,18,0.331,43
n_023_u_459_15,23,4.6,8,0.0860000000000003,21
n_038_u_760_16,38,7.6,14,0.233,34
n_044_u_880_17,44,8.8,16,0.277,41
n_019_u_380_17,19,3.8,6,0.0630000000000002,18
n_026_u_520_18,26,5.2,8,0.0950000000000002,25
n_045_u_900_16,45,9,15,0.301,42
n_038_u_760_19,38,7.6,12,0.203,35
n_014_u_280_16,14,2.8,5,0.0369999999999999,13
n_011_u_220_19,11,2.2,4,0.032,10
n_024_u_480_21,24,4.8,9,0.1,22
n_012_u_240_18,12,2.4,5,0.0270000000000001,11
n_035_u_700_17,35,7,12,0.169,32
n_036_u_720_18,36,7.2,13,0.187,32
n_032_u_640_19,32,6.4,12,0.128,29
n_005_u_100_21,5,1,3,0.0339999999999998,5
n_034_u_680_17,34,6.8,13,0.23,29
n_038_u_760_18,38,7.6,14,0.206,35
n_047_u_940_15,47,9.4,18,0.33,42
n_028_u_560_16,28,5.6,12,0.11,26
n_036_u_720_17,36,7.2,13,0.189,33
n_050_u_1000_17,50,10,17,0.307,46
n_041_u_819_18,41,8.2,13,0.262,38
n_005_u_100_20,5,1,3,0.0129999999999999,5
n_024_u_480_19,24,4.8,8,0.0949999999999998,23
n_049_u_980_11,49,9.8,19,0.437,45
n_049_u_980_12,49,9.8,18,0.401,43
n_039_u_780_18,39,7.8,14,0.295,35
n_046_u_920_16,46,9.2,15,0.295,43
n_008_u_160_20,8,1.6,4,0.016,7
n_006_u_120_20,6,1.2,3,0.00800000000000001,5
n_050_u_1000_16,50,10,16,0.347,47
n_045_u_900_17,45,9,16,0.248,42
n_031_u_620_19,31,6.2,10,0.145,29
n_039_u_780_17,39,7.8,14,0.232,35
n_018_u_360_22,18,3.6,7,0.0469999999999997,16
n_035_u_700_15,35,7,11,0.212,33
n_040_u_800_14,40,8,12,0.214,39
n_029_u_580_16,29,5.8,10,0.131,27
n_006_u_120_19,6,1.2,3,0.0089999999999999,5
n_013_u_260_18,13,2.6,5,0.0230000000000001,12
n_014_u_280_17,14,2.8,5,0.0509999999999997,12
n_007_u_140_16,7,1.4,4,0.0139999999999998,7
n_016_u_320_14,16,3.2,6,0.0420000000000003,14
n_016_u_320_13,16,3.2,6,0.0470000000000002,16
n_044_u_880_15,44,8.8,17,0.419,38
n_017_u_340_19,17,3.4,6,0.0549999999999997,16
n_012_u_240_19,12,2.4,5,0.0270000000000001,11
n_039_u_780_16,39,7.8,14,0.26,35
n_028_u_560_15,28,5.6,10,0.144,26
n_018_u_360_21,18,3.6,6,0.056,17
n_025_u_500_19,25,5,8,0.097,24
n_006_u_120_18,6,1.2,4,0.0110000000000001,6
n_038_u_760_17,38,7.6,15,0.241,33
n_024_u_480_20,24,4.8,10,0.111,21
n_031_u_620_18,31,6.2,11,0.155,29
n_005_u_100_19,5,1,3,0.00700000000000012,5
n_011_u_220_17,11,2.2,5,0.0270000000000001,9
n_032_u_640_18,32,6.4,13,0.151,28
n_050_u_1000_15,50,10,15,0.375,47
n_035_u_700_16,35,7,12,0.182,32
n_036_u_720_15,36,7.2,11,0.182,35
n_017_u_340_18,17,3.4,7,0.0649999999999999,14
n_019_u_380_21,19,3.8,8,0.0690000000000004,16
n_027_u_540_17,27,5.4,11,0.134,24
n_043_u_860_15,43,8.6,14,0.264,40
n_040_u_800_17,40,8,14,0.219,37
n_040_u_800_15,40,8,14,0.232,37
n_036_u_720_16,36,7.2,12,0.185,33
n_021_u_420_21,21,4.2,8,0.0950000000000002,20
n_049_u_980_14,49,9.8,16,0.352,45
n_041_u_819_15,41,8.2,17,0.245,36
n_019_u_380_20,19,3.8,7,0.077,18
n_007_u_140_19,7,1.4,3,0.0139999999999998,6
n_043_u_860_18,43,8.6,15,0.245,40
n_037_u_740_18,37,7.4,14,0.248,34
n_046_u_920_17,46,9.2,15,0.404,41
n_041_u_819_14,41,8.2,14,0.268,38
n_020_u_400_17,20,4,8,0.073,18
n_007_u_140_17,7,1.4,4,0.0100000000000002,6
n_010_u_200_17,10,2,4,0.0220000000000002,9
n_042_u_840_14,42,8.4,15,0.302,38
n_045_u_900_18,45,9,15,0.305,42
n_026_u_520_19,26,5.2,10,0.0920000000000001,23
n_043_u_860_16,43,8.6,17,0.289,39
n_008_u_160_17,8,1.6,4,0.0190000000000001,7
n_017_u_340_17,17,3.4,6,0.0539999999999998,16
n_019_u_380_19,19,3.8,7,0.0709999999999997,19
n_040_u_800_16,40,8,14,0.273,36
n_008_u_160_16,8,1.6,3,0.0180000000000002,7
n_009_u_180_16,9,1.8,4,0.0139999999999998,8
n_010_u_200_20,10,2,4,0.0259999999999998,10
n_025_u_500_20,25,5,9,0.0920000000000001,24
n_031_u_620_23,31,6.2,10,0.12,30
n_018_u_360_20,18,3.6,6,0.0709999999999997,17
n_010_u_200_18,10,2,5,0.0169999999999999,9
n_013_u_260_19,13,2.6,6,0.0329999999999999,12
n_007_u_140_18,7,1.4,3,0.016,7
n_027_u_540_18,27,5.4,12,0.113,23
n_047_u_940_17,47,9.4,16,0.306,43
n_049_u_980_15,49,9.8,16,0.32,45
n_012_u_240_20,12,2.4,5,0.0329999999999999,11
n_016_u_320_16,16,3.2,6,0.052,15
n_037_u_740_22,37,7.4,15,0.211,33
n_039_u_780_19,39,7.8,13,0.242,36
n_043_u_860_17,43,8.6,15,0.301,39
n_024_u_480_18,24,4.8,8,0.0980000000000003,23
n_046_u_920_18,46,9.2,14,0.295,44
n_037_u_740_20,37,7.4,12,0.178,34
n_020_u_400_18,20,4,8,0.0649999999999999,18
n_030_u_600_20,30,6,10,0.137,29
n_006_u_120_21,6,1.2,3,0.0130000000000003,5
n_029_u_580_14,29,5.8,10,0.145,27
n_014_u_280_19,14,2.8,6,0.0430000000000001,13
n_010_u_200_19,10,2,5,0.0220000000000002,9
n_023_u_459_18,23,4.6,8,0.085,21
n_020_u_400_20,20,4,8,0.0920000000000001,17
n_021_u_420_17,21,4.2,9,0.0699999999999998,18
n_013_u_260_20,13,2.6,5,0.0300000000000002,12
n_021_u_420_18,21,4.2,8,0.0779999999999998,18
n_016_u_320_17,16,3.2,6,0.0540000000000003,15
n_029_u_580_15,29,5.8,11,0.167,25
n_032_u_640_22,32,6.4,11,0.125,30
n_047_u_940_16,47,9.4,16,0.35,43
n_031_u_620_22,31,6.2,11,0.161,29
n_050_u_1000_18,50,10,17,0.405,46
n_020_u_400_19,20,4,7,0.0710000000000002,18
n_022_u_440_17,22,4.4,8,0.093,20
n_026_u_520_20,26,5.2,9,0.0870000000000002,25
n_041_u_819_17,41,8.2,13,0.256,39
n_005_u_100_18,5,1,3,0.32,5
n_019_u_380_22,19,3.8,7,0.056,18
n_023_u_459_21,23,4.6,9,0.104,20
n_037_u_740_21,37,7.4,15,0.179,34
n_014_u_280_18,14,2.8,6,0.0350000000000001,12
n_025_u_500_21,25,5,8,0.0859999999999999,24
n_030_u_600_19,30,6,11,0.165,27
n_023_u_459_19,23,4.6,8,0.106,22
n_008_u_160_19,8,1.6,4,0.0149999999999997,7
n_032_u_640_21,32,6.4,11,0.155,30
n_038_u_760_20,38,7.6,13,0.208,34
n_049_u_980_19,49,9.8,16,0.3,45
n_042_u_840_17,42,8.4,15,0.242,39
n_034_u_680_22,34,6.8,13,0.167,31
n_044_u_880_20,44,8.8,15,0.255,42
n_017_u_340_20,17,3.4,6,0.056,16
n_005_u_100_22,5,1,3,0.0100000000000002,5
n_030_u_600_18,30,6,10,0.155,28
n_041_u_819_16,41,8.2,14,0.236,39
n_031_u_620_21,31,6.2,10,0.145,30
n_029_u_580_17,29,5.8,10,0.127,28
n_023_u_459_20,23,4.6,8,0.093,21
n_009_u_180_19,9,1.8,4,0.0210000000000004,7
n_048_u_960_15,48,9.6,17,0.385,43
n_011_u_220_22,11,2.2,5,0.0249999999999999,11
n_018_u_360_19,18,3.6,6,0.0609999999999999,17
n_008_u_160_18,8,1.6,4,0.0179999999999998,7
n_026_u_520_21,26,5.2,9,0.1,24
n_016_u_320_21,16,3.2,7,0.04,14
n_032_u_640_20,32,6.4,11,0.181,29
n_048_u_960_18,48,9.6,17,0.348,43
n_040_u_800_18,40,8,14,0.225,40
n_033_u_660_18,33,6.6,12,0.206,31
n_021_u_420_20,21,4.2,8,0.0720000000000001,19
n_027_u_540_20,27,5.4,9,0.133,26
n_007_u_140_20,7,1.4,3,0.0139999999999998,7
n_015_u_300_17,15,3,7,0.0380000000000003,13
n_018_u_360_23,18,3.6,6,0.0600000000000001,17
n_044_u_880_19,44,8.8,15,0.274,40
n_047_u_940_18,47,9.4,19,0.367,41
n_033_u_660_19,33,6.6,10,0.164,31
n_029_u_580_18,29,5.8,10,0.145,26
n_027_u_540_19,27,5.4,10,0.106,24
n_048_u_960_16,48,9.6,17,0.333,43
n_015_u_300_20,15,3,6,0.0430000000000001,15
n_033_u_660_21,33,6.6,12,0.168,29
n_011_u_220_21,11,2.2,5,0.0259999999999998,11
n_049_u_980_18,49,9.8,18,0.389,43
n_045_u_900_20,45,9,16,0.399,39
n_034_u_680_19,34,6.8,12,0.168,32
n_044_u_880_24,44,8.8,15,0.234,40
n_022_u_440_20,22,4.4,9,0.0820000000000003,19
n_024_u_480_23,24,4.8,10,0.0750000000000002,21
n_045_u_900_19,45,9,18,0.305,41
n_014_u_280_20,14,2.8,6,0.0339999999999998,12
n_021_u_420_19,21,4.2,8,0.0740000000000003,20
n_039_u_780_20,39,7.8,16,0.255,35
n_040_u_800_19,40,8,13,0.231,38
n_032_u_640_23,32,6.4,11,0.146,29
n_030_u_600_21,30,6,12,0.111,27
n_006_u_120_22,6,1.2,3,0.00800000000000001,5
n_011_u_220_26,11,2.2,5,0.0179999999999998,10
n_020_u_400_21,20,4,7,0.0639999999999996,19
n_034_u_680_18,34,6.8,10,0.193,33
n_012_u_240_22,12,2.4,5,0.0249999999999999,11
n_038_u_760_21,38,7.6,15,0.258,33
n_007_u_140_21,7,1.4,3,0.0169999999999999,7
n_015_u_300_18,15,3,6,0.0470000000000002,14
n_037_u_740_19,37,7.4,11,0.235,36
n_036_u_720_19,36,7.2,12,0.207,34
n_005_u_100_23,5,1,3,0.00999999999999979,5
n_033_u_660_20,33,6.6,14,0.191,28
n_012_u_240_21,12,2.4,5,0.0340000000000003,11
n_035_u_700_18,35,7,12,0.184,31
n_048_u_960_17,48,9.6,17,0.345,44
n_016_u_320_20,16,3.2,6,0.0499999999999998,14
n_039_u_780_21,39,7.8,14,0.198,35
n_019_u_380_23,19,3.8,7,0.052,18
n_036_u_720_20,36,7.2,13,0.191,33
n_006_u_120_23,6,1.2,3,0.0110000000000001,6
n_036_u_720_22,36,7.2,12,0.21,33
n_029_u_580_22,29,5.8,10,0.145,27
n_043_u_860_21,43,8.6,14,0.276,40
n_015_u_300_19,15,3,5,0.0409999999999999,14
n_020_u_400_22,20,4,7,0.0629999999999997,19
n_031_u_620_20,31,6.2,11,0.161,28
n_028_u_560_18,28,5.6,11,0.128,27
n_018_u_360_24,18,3.6,6,0.0619999999999998,17
n_042_u_840_15,42,8.4,13,0.284,39
n_044_u_880_23,44,8.8,15,0.265,41
n_038_u_760_22,38,7.6,15,0.23,33
n_028_u_560_21,28,5.6,10,0.121,25
n_010_u_200_23,10,2,5,0.0219999999999998,10
n_024_u_480_22,24,4.8,8,0.115,22
n_042_u_840_16,42,8.4,14,0.279,39
n_045_u_900_23,45,9,16,0.282,41
n_009_u_180_17,9,1.8,5,0.0169999999999999,9
n_031_u_620_24,31,6.2,11,0.155,28
n_050_u_1000_19,50,10,19,0.386,44
n_050_u_1000_23,50,10,17,0.331,45
n_025_u_500_23,25,5,9,0.101,23
n_034_u_680_21,34,6.8,12,0.173,30
n_050_u_1000_21,50,10,17,0.327,47
n_036_u_720_21,36,7.2,14,0.215,32
n_027_u_540_21,27,5.4,10,0.128,24
n_028_u_560_19,28,5.6,11,0.109,26
n_049_u_980_16,49,9.8,17,0.436,43
n_049_u_980_17,49,9.8,18,0.409,43
n_009_u_180_18,9,1.8,4,0.0229999999999997,9
n_043_u_860_20,43,8.6,14,0.272,39
n_025_u_500_22,25,5,9,0.108,23
n_005_u_100_24,5,1,3,0.044,5
n_011_u_220_25,11,2.2,5,0.048,9
n_019_u_380_24,19,3.8,7,0.0779999999999998,18
n_012_u_240_25,12,2.4,5,0.036,12
n_034_u_680_20,34,6.8,13,0.152,30
n_024_u_480_27,24,4.8,9,0.148,21
n_010_u_200_22,10,2,5,0.0229999999999997,10
n_047_u_940_23,47,9.4,16,0.275,44
n_039_u_780_22,39,7.8,14,0.247,35
n_044_u_880_22,44,8.8,14,0.272,41
n_017_u_340_23,17,3.4,7,0.0609999999999999,15
n_016_u_320_19,16,3.2,7,0.0459999999999998,14
n_006_u_120_24,6,1.2,3,0.0089999999999999,6
n_033_u_660_22,33,6.6,13,0.169,30
n_017_u_340_25,17,3.4,6,0.0659999999999998,15
n_029_u_580_21,29,5.8,10,0.143,28
n_017_u_340_21,17,3.4,6,0.0669999999999997,16
n_040_u_800_20,40,8,14,0.219,37
n_016_u_320_18,16,3.2,6,0.0579999999999998,14
n_035_u_700_21,35,7,12,0.206,32
n_014_u_280_25,14,2.8,6,0.0349999999999997,12
n_023_u_459_24,23,4.6,8,0.102,21
n_007_u_140_22,7,1.4,3,0.0129999999999999,6
n_040_u_800_21,40,8,13,0.259,38
n_042_u_840_18,42,8.4,14,0.299,37
n_011_u_220_24,11,2.2,5,0.0299999999999998,10
n_028_u_560_20,28,5.6,10,0.129,25
n_037_u_740_24,37,7.4,13,0.217,35
n_018_u_360_25,18,3.6,7,0.0740000000000003,18
n_045_u_900_21,45,9,16,0.289,44
n_022_u_440_19,22,4.4,9,0.085,20
n_007_u_140_23,7,1.4,4,0.0149999999999997,7
n_022_u_440_18,22,4.4,8,0.111,22
n_042_u_840_19,42,8.4,14,0.254,38
n_043_u_860_19,43,8.6,15,0.325,39
n_045_u_900_22,45,9,16,0.347,42
n_009_u_180_20,9,1.8,4,0.0249999999999999,8
n_032_u_640_24,32,6.4,12,0.173,28
n_046_u_920_20,46,9.2,16,0.278,44
n_033_u_660_23,33,6.6,12,0.162,30
n_043_u_860_22,43,8.6,16,0.238,39
n_009_u_180_21,9,1.8,4,0.0219999999999998,8
n_019_u_380_25,19,3.8,7,0.0659999999999998,18
n_025_u_500_26,25,5,8,0.101,24
n_024_u_480_26,24,4.8,9,0.105,22
n_023_u_459_23,23,4.6,9,0.0869999999999997,21
n_010_u_200_21,10,2,4,0.0209999999999999,9
n_012_u_240_23,12,2.4,6,0.0369999999999999,9
n_012_u_240_24,12,2.4,5,0.0349999999999997,12
n_046_u_920_19,46,9.2,16,0.334,41
n_010_u_200_24,10,2,4,0.0239999999999996,10
n_020_u_400_23,20,4,8,0.0750000000000002,20
n_013_u_260_22,13,2.6,5,0.0379999999999998,13
n_031_u_620_25,31,6.2,13,0.191,26
n_020_u_400_24,20,4,7,0.0779999999999998,19
n_037_u_740_23,37,7.4,11,0.201,36
n_029_u_580_20,29,5.8,9,0.125,28
n_042_u_840_23,42,8.4,14,0.235,40
n_013_u_260_21,13,2.6,5,0.0419999999999998,12
n_047_u_940_20,47,9.4,16,0.321,44
n_037_u_740_28,37,7.4,12,0.154,35
n_046_u_920_22,46,9.2,16,0.327,41
n_045_u_900_24,45,9,17,0.314,41
n_022_u_440_21,22,4.4,8,0.0870000000000002,20
n_024_u_480_25,24,4.8,9,0.113,21
n_022_u_440_22,22,4.4,8,0.0750000000000002,21
n_030_u_600_26,30,6,11,0.141,27
n_009_u_180_25,9,1.8,4,0.0179999999999998,8
n_032_u_640_25,32,6.4,11,0.185,29
n_044_u_880_21,44,8.8,15,0.25,42
n_029_u_580_19,29,5.8,10,0.149,26
n_013_u_260_24,13,2.6,5,0.0299999999999998,12
n_023_u_459_22,23,4.6,8,0.0949999999999998,21
n_041_u_819_22,41,8.2,17,0.248,36
n_050_u_1000_22,50,10,19,0.486,42
n_046_u_920_21,46,9.2,16,0.319,43
n_012_u_240_26,12,2.4,5,0.0310000000000001,11
n_038_u_760_24,38,7.6,15,0.237,35
n_030_u_600_24,30,6,13,0.177,25
n_014_u_280_22,14,2.8,5,0.0449999999999999,14
n_011_u_220_23,11,2.2,5,0.0249999999999999,11
n_008_u_160_24,8,1.6,4,0.0129999999999999,7
n_025_u_500_24,25,5,9,0.105,23
n_023_u_459_25,23,4.6,8,0.0900000000000003,22
n_040_u_800_22,40,8,14,0.238,36
n_041_u_819_19,41,8.2,12,0.282,38
n_047_u_940_19,47,9.4,14,0.354,44
n_036_u_720_25,36,7.2,14,0.165,32
n_031_u_620_26,31,6.2,11,0.157,30
n_027_u_540_26,27,5.4,10,0.174,25
n_007_u_140_24,7,1.4,3,0.0129999999999999,7
n_049_u_980_20,49,9.8,17,0.353,44
n_025_u_500_25,25,5,9,0.115,22
n_026_u_520_23,26,5.2,10,0.0990000000000002,24
n_048_u_960_19,48,9.6,14,0.349,47
n_013_u_260_23,13,2.6,5,0.0309999999999997,12
n_008_u_160_21,8,1.6,3,0.02,7
n_035_u_700_20,35,7,11,0.165,32
n_032_u_640_26,32,6.4,12,0.137,31
n_017_u_340_24,17,3.4,7,0.0510000000000002,15
n_022_u_440_26,22,4.4,9,0.0710000000000002,20
n_041_u_819_20,41,8.2,14,0.272,38
n_036_u_720_24,36,7.2,12,0.16,33
n_014_u_280_21,14,2.8,6,0.044,12
n_049_u_980_23,49,9.8,16,0.346,44
n_038_u_760_23,38,7.6,13,0.278,33
n_008_u_160_22,8,1.6,3,0.016,7
n_030_u_600_22,30,6,12,0.235,26
n_050_u_1000_20,50,10,18,0.401,46
n_015_u_300_21,15,3,6,0.0460000000000003,15
n_005_u_100_25,5,1,3,0.00999999999999979,5
n_016_u_320_22,16,3.2,7,0.048,14
n_021_u_420_25,21,4.2,7,0.0709999999999997,20
n_049_u_980_22,49,9.8,17,0.316,46
n_038_u_760_27,38,7.6,15,0.19,34
n_037_u_740_27,37,7.4,13,0.194,35
n_026_u_520_22,26,5.2,9,0.131,25
n_041_u_819_21,41,8.2,13,0.237,41
n_024_u_480_24,24,4.8,10,0.0870000000000002,22
n_042_u_840_22,42,8.4,14,0.266,40
n_020_u_400_25,20,4,8,0.0739999999999998,18
n_025_u_500_27,25,5,9,0.104,22
n_021_u_420_22,21,4.2,8,0.0720000000000001,21
n_005_u_100_26,5,1,3,0.103,5
n_005_u_100_29,5,1,3,0.0209999999999999,5
n_008_u_160_23,8,1.6,3,0.02,7
n_016_u_320_25,16,3.2,6,0.0529999999999999,15
n_047_u_940_21,47,9.4,15,0.334,43
n_026_u_520_25,26,5.2,10,0.143,23
n_017_u_340_22,17,3.4,7,0.0659999999999998,15
n_027_u_540_23,27,5.4,9,0.134,26
n_016_u_320_24,16,3.2,6,0.0579999999999998,16
n_044_u_880_25,44,8.8,16,0.385,40
n_018_u_360_26,18,3.6,8,0.0649999999999999,17
n_047_u_940_22,47,9.4,18,0.381,41
n_026_u_520_24,26,5.2,9,0.118,25
n_049_u_980_21,49,9.8,20,0.446,42
n_018_u_360_27,18,3.6,6,0.0489999999999999,17
n_035_u_700_19,35,7,14,0.284,32
n_021_u_420_23,21,4.2,7,0.0979999999999999,19
n_046_u_920_23,46,9.2,15,0.337,43
n_009_u_180_24,9,1.8,4,0.0699999999999998,9
n_011_u_220_27,11,2.2,4,0.0270000000000001,10
n_014_u_280_23,14,2.8,5,0.04,12
n_033_u_660_24,33,6.6,12,0.251,29
n_033_u_660_25,33,6.6,13,0.235,30
n_014_u_280_24,14,2.8,6,0.04,14
n_027_u_540_22,27,5.4,11,0.126,24
n_035_u_700_22,35,7,12,0.233,33
n_013_u_260_25,13,2.6,5,0.0409999999999999,12
n_036_u_720_23,36,7.2,14,0.22,31
n_050_u_1000_29,50,10,17,0.259,47
n_021_u_420_24,21,4.2,7,0.107,20
n_018_u_360_30,18,3.6,8,0.115,16
