instance,n,u,procs,elapsed,passive
n_050_u_1000_13,50,10,41,0.718,27
n_045_u_900_12,45,9,37,0.622,21
n_023_u_459_13,23,4.6,21,0.162,15
n_042_u_840_11,42,8.4,35,0.421,28
n_007_u_140_14,7,1.4,6,0.0189999999999997,3
n_050_u_1000_10,50,10,37,0.777,25
n_010_u_200_11,10,2,9,0.04,4
n_041_u_819_11,41,8.2,30,0.497,23
n_024_u_480_16,24,4.8,24,0.189,13
n_028_u_560_16,28,5.6,27,0.161,14
n_046_u_920_14,46,9.2,38,0.399,27
n_008_u_160_13,8,1.6,8,0.0250000000000004,4
n_009_u_180_13,9,1.8,9,0.0300000000000002,6
n_037_u_740_14,37,7.4,29,0.403,19
n_031_u_620_17,31,6.2,26,0.337,13
n_038_u_760_14,38,7.6,28,0.471,19
n_045_u_900_11,45,9,36,0.595,25
n_005_u_100_16,5,1,5,0.00699999999999967,2
n_026_u_520_13,26,5.2,24,0.2,14
n_012_u_240_14,12,2.4,14,0.0529999999999999,8
n_041_u_819_15,41,8.2,28,0.253,26
n_046_u_920_11,46,9.2,36,0.61,28
n_050_u_1000_14,50,10,44,0.663,31
n_013_u_260_16,13,2.6,12,0.0450000000000004,6
n_008_u_160_17,8,1.6,7,0.0139999999999998,6
n_045_u_900_13,45,9,33,0.511,30
n_032_u_640_16,32,6.4,25,0.328,16
n_012_u_240_13,12,2.4,10,0.0579999999999998,4
n_017_u_340_12,17,3.4,14,0.0980000000000003,10
n_035_u_700_11,35,7,28,0.39,18
n_040_u_800_13,40,8,32,0.514,22
n_013_u_260_13,13,2.6,11,0.0569999999999999,8
n_034_u_680_14,34,6.8,24,0.348,18
n_018_u_360_17,18,3.6,17,0.0789999999999997,10
n_022_u_440_13,22,4.4,18,0.135,14
n_024_u_480_17,24,4.8,22,0.165,14
n_017_u_340_15,17,3.4,14,0.132,9
n_020_u_400_15,20,4,17,0.131,11
n_007_u_140_15,7,1.4,7,0.0219999999999998,2
n_031_u_620_16,31,6.2,28,0.311,16
n_012_u_240_15,12,2.4,12,0.0639999999999996,5
n_023_u_459_12,23,4.6,19,0.155,13
n_021_u_420_18,21,4.2,17,0.0880000000000001,13
n_017_u_340_16,17,3.4,14,0.109,8
n_035_u_700_13,35,7,30,0.385,18
n_021_u_420_14,21,4.2,16,0.151,13
n_046_u_920_13,46,9.2,38,0.632,25
n_041_u_819_13,41,8.2,33,0.528,21
n_045_u_900_15,45,9,36,0.619,24
n_050_u_1000_11,50,10,38,0.703,27
n_008_u_160_15,8,1.6,7,0.0260000000000002,4
n_022_u_440_14,22,4.4,17,0.201,13
n_032_u_640_15,32,6.4,26,0.332,20
n_013_u_260_15,13,2.6,12,0.0470000000000002,6
n_050_u_1000_12,50,10,44,0.784,25
n_049_u_980_13,49,9.8,38,0.697,25
n_039_u_780_13,39,7.8,31,0.459,20
n_045_u_900_14,45,9,36,0.66,22
n_026_u_520_17,26,5.2,22,0.195,17
n_006_u_120_15,6,1.2,6,0.016,1
n_048_u_960_10,48,9.6,36,0.701,25
n_043_u_860_11,43,8.6,37,0.569,24
n_012_u_240_17,12,2.4,11,0.0449999999999999,5
n_020_u_400_16,20,4,18,0.139,12
n_046_u_920_12,46,9.2,35,0.6,27
n_025_u_500_15,25,5,19,0.24,11
n_025_u_500_14,25,5,21,0.209,16
n_012_u_240_16,12,2.4,8,0.0540000000000003,8
n_037_u_740_16,37,7.4,32,0.412,23
n_033_u_660_15,33,6.6,23,0.341,19
n_017_u_340_13,17,3.4,14,0.0949999999999998,11
n_042_u_840_12,42,8.4,32,0.63,24
n_043_u_860_13,43,8.6,32,0.597,22
n_034_u_680_16,34,6.8,30,0.367,19
n_016_u_320_15,16,3.2,13,0.0850000000000004,8
n_040_u_800_14,40,8,33,0.47,20
n_013_u_260_14,13,2.6,13,0.0650000000000004,7
n_007_u_140_16,7,1.4,10,0.0169999999999995,2
n_009_u_180_14,9,1.8,8,0.0300000000000002,4
n_015_u_300_12,15,3,14,0.0870000000000006,8
n_010_u_200_15,10,2,11,0.032,6
n_030_u_600_16,30,6,24,0.235,15
n_010_u_200_13,10,2,9,0.093,3
n_036_u_720_10,36,7.2,28,0.39,18
n_041_u_819_17,41,8.2,34,0.355,23
n_031_u_620_18,31,6.2,23,0.255,16
n_034_u_680_19,34,6.8,28,0.226,19
n_008_u_160_19,8,1.6,7,0.0149999999999997,5
n_036_u_720_14,36,7.2,29,0.396,21
n_017_u_340_14,17,3.4,13,0.15,6
n_026_u_520_14,26,5.2,22,0.282,14
n_021_u_420_16,21,4.2,20,0.174,12
n_044_u_880_15,44,8.8,32,0.632000000000001,26
n_025_u_500_16,25,5,25,0.27,16
n_019_u_380_16,19,3.8,17,0.15,11
n_025_u_500_18,25,5,21,0.149,13
n_035_u_700_14,35,7,25,0.296,21
n_037_u_740_15,37,7.4,28,0.467,22
n_026_u_520_16,26,5.2,21,0.193000000000001,10
n_030_u_600_13,30,6,22,0.329,14
n_011_u_220_17,11,2.2,8,0.0310000000000006,8
n_020_u_400_17,20,4,17,0.0990000000000002,10
n_037_u_740_17,37,7.4,33,0.465,19
n_021_u_420_20,21,4.2,17,0.0809999999999995,12
n_022_u_440_15,22,4.4,17,0.12,12
n_030_u_600_17,30,6,25,0.306,18
n_023_u_459_16,23,4.6,20,0.127,13
n_039_u_780_14,39,7.8,29,0.457,24
n_023_u_459_14,23,4.6,19,0.137,13
n_046_u_920_15,46,9.2,37,0.593,22
n_006_u_120_16,6,1.2,5,0.0100000000000007,4
n_037_u_740_18,37,7.4,28,0.393,22
n_043_u_860_12,43,8.6,35,0.565,24
n_044_u_880_18,44,8.8,33,0.49,25
n_033_u_660_16,33,6.6,26,0.391999999999999,16
n_029_u_580_16,29,5.8,23,0.196,18
n_034_u_680_15,34,6.8,27,0.368,16
n_013_u_260_17,13,2.6,11,0.0490000000000004,7
n_010_u_200_14,10,2,10,0.0309999999999997,6
n_011_u_220_20,11,2.2,10,0.0340000000000007,6
n_044_u_880_16,44,8.8,37,0.617,24
n_049_u_980_12,49,9.8,37,0.591,33
n_035_u_700_15,35,7,33,0.331,19
n_042_u_840_13,42,8.4,34,0.588,25
n_025_u_500_17,25,5,22,0.255,13
n_039_u_780_18,39,7.8,33,0.311,23
n_047_u_940_12,47,9.4,35,0.688000000000001,26
n_047_u_940_13,47,9.4,36,0.675,27
n_006_u_120_20,6,1.2,5,0.0120000000000005,4
n_026_u_520_15,26,5.2,22,0.24,16
n_047_u_940_15,47,9.4,38,0.473,29
n_024_u_480_18,24,4.8,22,0.15,10
n_009_u_180_15,9,1.8,9,0.024,5
n_011_u_220_18,11,2.2,9,0.0350000000000001,6
n_049_u_980_10,49,9.8,37,0.764,24
n_047_u_940_14,47,9.4,39,0.638,23
n_045_u_900_17,45,9,35,0.52,27
n_019_u_380_17,19,3.8,14,0.103000000000001,9
n_030_u_600_15,30,6,26,0.222,16
n_016_u_320_14,16,3.2,13,0.0549999999999997,9
n_033_u_660_17,33,6.6,25,0.343,16
n_036_u_720_13,36,7.2,31,0.462,21
n_038_u_760_16,38,7.6,29,0.350000000000001,23
n_014_u_280_17,14,2.8,11,0.0510000000000002,10
n_047_u_940_11,47,9.4,35,0.696,24
n_030_u_600_14,30,6,23,0.323,17
n_005_u_100_18,5,1,6,0.00800000000000001,2
n_012_u_240_19,12,2.4,11,0.0410000000000004,7
n_014_u_280_16,14,2.8,12,0.0509999999999993,9
n_014_u_280_15,14,2.8,12,0.0699999999999994,9
n_028_u_560_13,28,5.6,24,0.304,15
n_019_u_380_21,19,3.8,15,0.0739999999999998,10
n_034_u_680_21,34,6.8,25,0.201,19
n_034_u_680_17,34,6.8,23,0.28,18
n_016_u_320_12,16,3.2,14,0.0860000000000003,9
n_023_u_459_15,23,4.6,19,0.129,13
n_014_u_280_14,14,2.8,13,0.116,7
n_014_u_280_13,14,2.8,12,0.0579999999999998,7
n_024_u_480_21,24,4.8,17,0.152,13
n_044_u_880_17,44,8.8,40,0.579,23
n_022_u_440_16,22,4.4,18,0.129,12
n_026_u_520_18,26,5.2,21,0.173,13
n_038_u_760_17,38,7.6,29,0.326000000000001,23
n_018_u_360_19,18,3.6,16,0.0949999999999998,10
n_039_u_780_15,39,7.8,32,0.354,25
n_024_u_480_19,24,4.8,21,0.153,12
n_005_u_100_19,5,1,5,0.00899999999999945,2
n_050_u_1000_15,50,10,38,0.726999999999999,24
n_038_u_760_15,38,7.6,31,0.451,22
n_035_u_700_16,35,7,28,0.282999999999999,21
n_006_u_120_17,6,1.2,5,0.00900000000000034,4
n_011_u_220_19,11,2.2,9,0.0409999999999995,6
n_033_u_660_18,33,6.6,27,0.315,15
n_005_u_100_17,5,1,5,0.00900000000000034,2
n_039_u_780_17,39,7.8,34,0.353,22
n_036_u_720_17,36,7.2,28,0.295999999999999,20
n_048_u_960_12,48,9.6,38,0.692,26
n_006_u_120_19,6,1.2,5,0.00900000000000034,3
n_044_u_880_19,44,8.8,36,0.419,22
n_045_u_900_16,45,9,37,0.566,25
n_029_u_580_15,29,5.8,25,0.19,18
n_027_u_540_18,27,5.4,22,0.162999999999999,15
n_047_u_940_20,47,9.4,37,0.426,24
n_032_u_640_17,32,6.4,26,0.394,15
n_027_u_540_17,27,5.4,22,0.16,18
n_038_u_760_19,38,7.6,32,0.402,21
n_032_u_640_22,32,6.4,25,0.157999999999999,19
n_025_u_500_20,25,5,23,0.170000000000001,12
n_047_u_940_17,47,9.4,36,0.504,24
n_005_u_100_21,5,1,6,0.00700000000000056,3
n_043_u_860_17,43,8.6,35,0.468,24
n_011_u_220_21,11,2.2,10,0.0340000000000007,4
n_017_u_340_17,17,3.4,13,0.0760000000000005,9
n_012_u_240_18,12,2.4,10,0.0369999999999999,7
n_019_u_380_18,19,3.8,15,0.0780000000000003,12
n_032_u_640_18,32,6.4,25,0.225000000000001,18
n_048_u_960_14,48,9.6,37,0.674,26
n_018_u_360_20,18,3.6,14,0.0950000000000006,8
n_036_u_720_15,36,7.2,29,0.350000000000001,17
n_015_u_300_14,15,3,14,0.0619999999999994,9
n_014_u_280_22,14,2.8,15,0.0449999999999999,7
n_018_u_360_18,18,3.6,13,0.0960000000000001,9
n_010_u_200_19,10,2,12,0.0369999999999999,4
n_014_u_280_19,14,2.8,15,0.056,9
n_027_u_540_15,27,5.4,21,0.199,15
n_024_u_480_20,24,4.8,20,0.127,14
n_048_u_960_15,48,9.6,41,0.476,26
n_050_u_1000_17,50,10,38,0.584,29
n_027_u_540_16,27,5.4,25,0.242,15
n_029_u_580_13,29,5.8,25,0.226,17
n_018_u_360_22,18,3.6,16,0.0830000000000002,12
n_019_u_380_20,19,3.8,20,0.121,8
n_038_u_760_18,38,7.6,28,0.344,18
n_027_u_540_14,27,5.4,21,0.210999999999999,18
n_015_u_300_16,15,3,15,0.0669999999999993,7
n_005_u_100_20,5,1,6,0.00900000000000034,2
n_046_u_920_16,46,9.2,39,0.608000000000001,24
n_042_u_840_17,42,8.4,32,0.402,24
n_043_u_860_18,43,8.6,37,0.456,23
n_015_u_300_17,15,3,13,0.0470000000000006,9
n_037_u_740_19,37,7.4,30,0.361000000000001,19
n_049_u_980_15,49,9.8,41,0.563,29
n_009_u_180_19,9,1.8,7,0.024,5
n_010_u_200_20,10,2,10,0.032,5
n_013_u_260_18,13,2.6,11,0.04,9
n_031_u_620_20,31,6.2,26,0.227,18
n_017_u_340_19,17,3.4,13,0.0750000000000002,9
n_024_u_480_22,24,4.8,16,0.147,15
n_039_u_780_16,39,7.8,31,0.393,23
n_036_u_720_16,36,7.2,29,0.305000000000001,20
n_025_u_500_19,25,5,20,0.154,14
n_050_u_1000_16,50,10,40,0.569,29
n_006_u_120_18,6,1.2,8,0.0110000000000001,2
n_023_u_459_20,23,4.6,18,0.13,13
n_035_u_700_17,35,7,28,0.274,22
n_018_u_360_21,18,3.6,13,0.0789999999999997,10
n_037_u_740_22,37,7.4,31,0.315,22
n_027_u_540_23,27,5.4,24,0.17,11
n_016_u_320_17,16,3.2,14,0.0709999999999997,8
n_043_u_860_14,43,8.6,37,0.601,22
n_043_u_860_16,43,8.6,36,0.426,26
n_032_u_640_19,32,6.4,24,0.207,19
n_017_u_340_18,17,3.4,14,0.056,13
n_037_u_740_20,37,7.4,29,0.301,22
n_041_u_819_14,41,8.2,30,0.397,21
n_028_u_560_15,28,5.6,21,0.204,16
n_030_u_600_18,30,6,25,0.227,16
n_010_u_200_16,10,2,8,0.032,5
n_050_u_1000_18,50,10,39,0.601,28
n_010_u_200_18,10,2,10,0.0269999999999992,6
n_047_u_940_22,47,9.4,34,0.396,29
n_022_u_440_20,22,4.4,16,0.119,12
n_008_u_160_16,8,1.6,7,0.0190000000000001,6
n_050_u_1000_19,50,10,41,0.559,28
n_043_u_860_15,43,8.6,32,0.433000000000001,23
n_046_u_920_17,46,9.2,37,0.561,28
n_031_u_620_19,31,6.2,26,0.224,18
n_039_u_780_19,39,7.8,32,0.372,23
n_027_u_540_20,27,5.4,26,0.211,13
n_048_u_960_16,48,9.6,39,0.542,27
n_047_u_940_16,47,9.4,37,0.557,25
n_010_u_200_17,10,2,9,0.0270000000000001,6
n_006_u_120_21,6,1.2,5,0.0119999999999996,3
n_019_u_380_19,19,3.8,17,0.115,7
n_031_u_620_21,31,6.2,24,0.264,18
n_023_u_459_21,23,4.6,18,0.151000000000001,10
n_028_u_560_18,28,5.6,23,0.175000000000001,14
n_014_u_280_24,14,2.8,14,0.0520000000000005,7
n_013_u_260_19,13,2.6,10,0.0430000000000001,8
n_046_u_920_18,46,9.2,37,0.519,24
n_017_u_340_20,17,3.4,14,0.0720000000000001,11
n_028_u_560_17,28,5.6,23,0.226,13
n_026_u_520_19,26,5.2,22,0.177,13
n_049_u_980_11,49,9.8,40,0.782,26
n_017_u_340_21,17,3.4,14,0.0730000000000004,8
n_014_u_280_18,14,2.8,11,0.0499999999999998,10
n_015_u_300_18,15,3,13,0.0579999999999998,8
n_032_u_640_21,32,6.4,26,0.253,16
n_038_u_760_21,38,7.6,33,0.348,22
n_031_u_620_23,31,6.2,26,0.266999999999999,16
n_013_u_260_20,13,2.6,10,0.0449999999999999,7
n_005_u_100_23,5,1,5,0.00899999999999945,3
n_023_u_459_17,23,4.6,19,0.121,15
n_021_u_420_17,21,4.2,17,0.112,11
n_037_u_740_21,37,7.4,32,0.307,19
n_019_u_380_22,19,3.8,18,0.093,11
n_047_u_940_18,47,9.4,35,0.52,27
n_023_u_459_19,23,4.6,20,0.144,13
n_040_u_800_19,40,8,30,0.408,21
n_045_u_900_23,45,9,35,0.395,24
n_016_u_320_13,16,3.2,13,0.0649999999999995,6
n_030_u_600_20,30,6,30,0.244,13
n_023_u_459_18,23,4.6,19,0.118,14
n_007_u_140_21,7,1.4,6,0.0150000000000006,4
n_029_u_580_18,29,5.8,22,0.211,18
n_042_u_840_16,42,8.4,35,0.444,24
n_014_u_280_20,14,2.8,11,0.0500000000000007,7
n_012_u_240_25,12,2.4,12,0.0360000000000005,5
n_031_u_620_22,31,6.2,28,0.257000000000001,17
n_048_u_960_17,48,9.6,36,0.513999999999999,25
n_027_u_540_25,27,5.4,23,0.15,16
n_040_u_800_17,40,8,31,0.374000000000001,22
n_046_u_920_19,46,9.2,33,0.511,27
n_009_u_180_18,9,1.8,7,0.0259999999999998,4
n_030_u_600_19,30,6,23,0.231000000000001,17
n_018_u_360_24,18,3.6,15,0.105,10
n_045_u_900_18,45,9,35,0.48,24
n_007_u_140_19,7,1.4,5,0.0149999999999997,4
n_038_u_760_20,38,7.6,27,0.303,22
n_026_u_520_20,26,5.2,19,0.165,12
n_049_u_980_14,49,9.8,39,0.68,27
n_037_u_740_23,37,7.4,29,0.318,18
n_040_u_800_15,40,8,31,0.385,21
n_005_u_100_22,5,1,5,0.00899999999999945,3
n_049_u_980_18,49,9.8,35,0.524,29
n_007_u_140_17,7,1.4,6,0.0110000000000001,4
n_013_u_260_21,13,2.6,11,0.0419999999999998,10
n_015_u_300_19,15,3,11,0.0529999999999999,10
n_027_u_540_19,27,5.4,21,0.173999999999999,17
n_026_u_520_21,26,5.2,21,0.15,16
n_012_u_240_20,12,2.4,11,0.0429999999999993,6
n_028_u_560_19,28,5.6,22,0.172,15
n_045_u_900_19,45,9,39,0.497,26
n_020_u_400_22,20,4,18,0.108000000000001,12
n_030_u_600_21,30,6,23,0.201,20
n_040_u_800_16,40,8,30,0.452,21
n_040_u_800_24,40,8,32,0.323,20
n_036_u_720_21,36,7.2,33,0.356000000000001,20
n_007_u_140_26,7,1.4,8,0.0119999999999996,4
n_007_u_140_18,7,1.4,8,0.0190000000000001,3
n_040_u_800_18,40,8,34,0.553,19
n_042_u_840_14,42,8.4,37,0.457,21
n_016_u_320_16,16,3.2,15,0.0720000000000001,8
n_016_u_320_20,16,3.2,12,0.0659999999999998,10
n_012_u_240_21,12,2.4,10,0.0380000000000003,7
n_035_u_700_21,35,7,28,0.303,19
n_025_u_500_26,25,5,19,0.131,12
n_032_u_640_20,32,6.4,27,0.273,18
n_007_u_140_20,7,1.4,7,0.0179999999999998,3
n_030_u_600_22,30,6,26,0.238,17
n_009_u_180_16,9,1.8,7,0.0220000000000002,6
n_018_u_360_23,18,3.6,14,0.0919999999999996,9
n_044_u_880_21,44,8.8,38,0.423,26
n_020_u_400_20,20,4,16,0.106,14
n_020_u_400_18,20,4,18,0.0960000000000001,13
n_022_u_440_19,22,4.4,17,0.129,12
n_032_u_640_23,32,6.4,25,0.219,20
n_027_u_540_21,27,5.4,19,0.178,16
n_020_u_400_27,20,4,19,0.0750000000000002,11
n_011_u_220_23,11,2.2,11,0.0389999999999997,5
n_049_u_980_16,49,9.8,35,0.596,27
n_036_u_720_22,36,7.2,29,0.334,19
n_029_u_580_14,29,5.8,23,0.239,14
n_020_u_400_19,20,4,16,0.111,11
n_020_u_400_21,20,4,15,0.0940000000000003,9
n_036_u_720_18,36,7.2,28,0.300000000000001,20
n_025_u_500_21,25,5,22,0.155,14
n_026_u_520_22,26,5.2,23,0.164000000000001,13
n_041_u_819_19,41,8.2,36,0.386,21
n_034_u_680_18,34,6.8,28,0.317,19
n_041_u_819_16,41,8.2,35,0.452,23
n_016_u_320_18,16,3.2,13,0.0639999999999992,9
n_028_u_560_20,28,5.6,24,0.186999999999999,15
n_031_u_620_25,31,6.2,24,0.225,20
n_043_u_860_19,43,8.6,33,0.463,23
n_008_u_160_21,8,1.6,6,0.0149999999999997,5
n_049_u_980_17,49,9.8,34,0.537,30
n_050_u_1000_20,50,10,42,0.576000000000001,27
n_039_u_780_20,39,7.8,32,0.383999999999999,22
n_008_u_160_18,8,1.6,9,0.0230000000000006,4
n_025_u_500_22,25,5,19,0.159,14
n_022_u_440_17,22,4.4,18,0.143,10
n_006_u_120_22,6,1.2,5,0.0119999999999996,5
n_050_u_1000_23,50,10,35,0.527,32
n_041_u_819_18,41,8.2,31,0.408,23
n_010_u_200_21,10,2,7,0.0270000000000001,5
n_045_u_900_20,45,9,34,0.505,26
n_040_u_800_21,40,8,33,0.456,20
n_036_u_720_20,36,7.2,29,0.342,18
n_036_u_720_19,36,7.2,27,0.334,19
n_007_u_140_23,7,1.4,8,0.016,4
n_029_u_580_17,29,5.8,22,0.205,14
n_008_u_160_20,8,1.6,8,0.024,3
n_048_u_960_18,48,9.6,40,0.58,26
n_033_u_660_23,33,6.6,24,0.241000000000001,20
n_016_u_320_19,16,3.2,12,0.0510000000000002,11
n_044_u_880_20,44,8.8,35,0.492999999999999,21
n_039_u_780_21,39,7.8,26,0.294,23
n_044_u_880_22,44,8.8,35,0.477,22
n_012_u_240_22,12,2.4,10,0.0379999999999994,6
n_024_u_480_24,24,4.8,24,0.152,13
n_029_u_580_21,29,5.8,22,0.225000000000001,14
n_017_u_340_22,17,3.4,16,0.0700000000000003,11
n_006_u_120_23,6,1.2,7,0.0110000000000001,4
n_040_u_800_26,40,8,32,0.334,21
n_007_u_140_28,7,1.4,7,0.0119999999999996,4
n_017_u_340_25,17,3.4,14,0.0709999999999997,12
n_011_u_220_22,11,2.2,12,0.04,6
n_011_u_220_24,11,2.2,10,0.0410000000000004,5
n_050_u_1000_21,50,10,37,0.582,28
n_021_u_420_22,21,4.2,19,0.109999999999999,10
n_038_u_760_27,38,7.6,31,0.252000000000001,22
n_031_u_620_24,31,6.2,24,0.246,18
n_043_u_860_21,43,8.6,34,0.422,26
n_015_u_300_20,15,3,15,0.0659999999999998,7
n_005_u_100_29,5,1,5,0.00700000000000056,2
n_033_u_660_28,33,6.6,27,0.212000000000001,19
n_019_u_380_23,19,3.8,17,0.109,9
n_044_u_880_24,44,8.8,35,0.473999999999999,25
n_033_u_660_21,33,6.6,24,0.260000000000001,16
n_021_u_420_19,21,4.2,17,0.129,9
n_033_u_660_19,33,6.6,25,0.26,18
n_010_u_200_23,10,2,9,0.032,4
n_023_u_459_22,23,4.6,19,0.132,13
n_011_u_220_26,11,2.2,9,0.0300000000000002,7
n_035_u_700_20,35,7,27,0.279000000000001,19
n_020_u_400_24,20,4,18,0.119,9
n_039_u_780_22,39,7.8,30,0.361,22
n_021_u_420_21,21,4.2,17,0.118,12
n_040_u_800_20,40,8,32,0.369000000000001,22
n_019_u_380_24,19,3.8,15,0.0999999999999996,9
n_020_u_400_29,20,4,16,0.085,11
n_006_u_120_24,6,1.2,7,0.0119999999999996,3
n_033_u_660_20,33,6.6,26,0.234,20
n_017_u_340_23,17,3.4,15,0.077,8
n_042_u_840_19,42,8.4,34,0.473,20
n_043_u_860_22,43,8.6,36,0.37,26
n_007_u_140_22,7,1.4,7,0.0140000000000002,3
n_018_u_360_30,18,3.6,17,0.0739999999999998,11
n_043_u_860_20,43,8.6,32,0.438,24
n_041_u_819_20,41,8.2,31,0.39,21
n_044_u_880_23,44,8.8,37,0.465000000000001,23
n_029_u_580_19,29,5.8,21,0.213,18
n_045_u_900_22,45,9,39,0.56,25
n_009_u_180_21,9,1.8,8,0.024,6
n_010_u_200_24,10,2,11,0.032,4
n_008_u_160_22,8,1.6,8,0.0220000000000002,4
n_025_u_500_23,25,5,19,0.16,14
n_050_u_1000_22,50,10,40,0.552,31
n_010_u_200_22,10,2,9,0.032,4
n_024_u_480_23,24,4.8,18,0.129,13
n_011_u_220_25,11,2.2,7,0.0310000000000006,8
n_033_u_660_22,33,6.6,28,0.278,17
n_012_u_240_24,12,2.4,12,0.0459999999999994,5
n_024_u_480_25,24,4.8,22,0.159,15
n_019_u_380_25,19,3.8,17,0.0970000000000004,11
n_030_u_600_26,30,6,24,0.194,20
n_035_u_700_18,35,7,35,0.281,21
n_023_u_459_24,23,4.6,22,0.146999999999999,13
n_029_u_580_20,29,5.8,28,0.242999999999999,14
n_038_u_760_22,38,7.6,29,0.336,24
n_017_u_340_24,17,3.4,15,0.0739999999999998,8
n_024_u_480_27,24,4.8,20,0.141,16
n_020_u_400_23,20,4,18,0.116,9
n_005_u_100_24,5,1,5,0.0110000000000001,3
n_043_u_860_23,43,8.6,34,0.459,24
n_028_u_560_21,28,5.6,22,0.204000000000001,14
n_042_u_840_15,42,8.4,37,0.398,23
n_030_u_600_23,30,6,28,0.254,12
n_039_u_780_23,39,7.8,34,0.368,22
n_022_u_440_22,22,4.4,21,0.119000000000001,11
n_034_u_680_23,34,6.8,27,0.227,23
n_045_u_900_24,45,9,32,0.438000000000001,26
n_040_u_800_22,40,8,31,0.430000000000001,20
n_006_u_120_25,6,1.2,6,0.0140000000000002,4
n_021_u_420_23,21,4.2,18,0.125,13
n_010_u_200_25,10,2,10,0.0299999999999994,5
n_007_u_140_24,7,1.4,5,0.0170000000000003,3
n_009_u_180_17,9,1.8,9,0.024,5
n_032_u_640_24,32,6.4,26,0.23,20
n_023_u_459_23,23,4.6,18,0.133,14
n_023_u_459_25,23,4.6,18,0.145,14
n_050_u_1000_24,50,10,41,0.592,24
n_031_u_620_31,31,6.2,25,0.177,21
n_045_u_900_21,45,9,40,0.513000000000001,23
n_034_u_680_20,34,6.8,28,0.239,18
n_033_u_660_30,33,6.6,25,0.204,18
n_030_u_600_24,30,6,23,0.201,19
n_012_u_240_26,12,2.4,12,0.0519999999999996,5
n_024_u_480_26,24,4.8,22,0.157999999999999,11
n_038_u_760_23,38,7.6,32,0.380999999999999,20
n_049_u_980_22,49,9.8,39,0.568000000000001,26
n_041_u_819_21,41,8.2,36,0.413,22
n_005_u_100_25,5,1,6,0.00800000000000001,2
n_025_u_500_25,25,5,24,0.162,15
n_037_u_740_25,37,7.4,28,0.345,20
n_018_u_360_25,18,3.6,18,0.101,10
n_012_u_240_23,12,2.4,11,0.0410000000000004,8
n_008_u_160_23,8,1.6,6,0.0209999999999999,3
n_034_u_680_22,34,6.8,27,0.253,19
n_019_u_380_26,19,3.8,16,0.0789999999999997,10
n_033_u_660_25,33,6.6,29,0.278,18
n_044_u_880_26,44,8.8,38,0.461,24
n_017_u_340_26,17,3.4,14,0.085,9
n_036_u_720_23,36,7.2,28,0.294,21
n_020_u_400_25,20,4,17,0.0979999999999999,11
n_016_u_320_24,16,3.2,15,0.0809999999999995,8
n_042_u_840_18,42,8.4,30,0.43,26
n_018_u_360_26,18,3.6,15,0.0820000000000007,10
n_022_u_440_18,22,4.4,18,0.127000000000001,12
n_048_u_960_22,48,9.6,36,0.636,24
n_011_u_220_28,11,2.2,12,0.0439999999999996,5
n_049_u_980_23,49,9.8,38,0.571999999999999,26
n_049_u_980_19,49,9.8,39,0.548999999999999,28
n_009_u_180_20,9,1.8,9,0.0269999999999992,5
n_023_u_459_26,23,4.6,19,0.153,10
n_032_u_640_25,32,6.4,25,0.332,15
n_042_u_840_22,42,8.4,32,0.441000000000001,24
n_030_u_600_25,30,6,27,0.216,17
n_047_u_940_19,47,9.4,38,0.538,28
n_032_u_640_26,32,6.4,30,0.242,16
n_025_u_500_27,25,5,19,0.141,14
n_009_u_180_24,9,1.8,7,0.0270000000000001,4
n_046_u_920_24,46,9.2,36,0.488,27
n_044_u_880_25,44,8.8,38,0.433,26
n_021_u_420_24,21,4.2,16,0.133,12
n_015_u_300_24,15,3,13,0.0680000000000005,8
n_049_u_980_21,49,9.8,37,0.531000000000001,31
n_049_u_980_20,49,9.8,36,0.528,28
n_036_u_720_25,36,7.2,31,0.269,20
n_014_u_280_21,14,2.8,12,0.048,9
n_016_u_320_21,16,3.2,15,0.0650000000000004,11
n_016_u_320_25,16,3.2,15,0.0729999999999995,10
n_038_u_760_24,38,7.6,33,0.359999999999999,19
n_033_u_660_24,33,6.6,27,0.279,21
n_011_u_220_27,11,2.2,11,0.0369999999999999,4
n_037_u_740_24,37,7.4,30,0.364,19
n_025_u_500_24,25,5,24,0.18,10
n_005_u_100_26,5,1,7,0.00800000000000001,2
n_046_u_920_29,46,9.2,35,0.475000000000001,25
n_013_u_260_26,13,2.6,15,0.0570000000000004,5
n_046_u_920_22,46,9.2,35,0.465000000000001,27
n_037_u_740_26,37,7.4,31,0.346,23
n_035_u_700_23,35,7,27,0.283,22
n_013_u_260_31,13,2.6,10,0.0310000000000006,8
n_016_u_320_22,16,3.2,13,0.0700000000000003,8
n_036_u_720_24,36,7.2,28,0.272,21
n_022_u_440_21,22,4.4,18,0.127,13
n_016_u_320_23,16,3.2,16,0.0800000000000001,6
n_037_u_740_28,37,7.4,31,0.34,19
n_036_u_720_26,36,7.2,25,0.278,25
n_042_u_840_20,42,8.4,34,0.445,23
n_034_u_680_24,34,6.8,31,0.298,17
n_030_u_600_27,30,6,22,0.194999999999999,15
n_013_u_260_24,13,2.6,12,0.0490000000000004,7
n_024_u_480_29,24,4.8,20,0.162,14
n_046_u_920_20,46,9.2,36,0.522,24
n_022_u_440_25,22,4.4,18,0.128,10
n_032_u_640_27,32,6.4,27,0.246,18
n_009_u_180_22,9,1.8,8,0.0270000000000001,4
